"","Common_Nam","Life_Stage","Stream Nam","M","Y","Data_Sourc","Full_citat","Latitude","Longitude","Lake","glacier","slope","S1e","S30e","S32e","OBSPRED_ID","FTYPE","WATERBODY","TAILWATER","ELEV","CANOPY","PRECIP","BFI","S1_93_11","S30_2040D","S32_2080D","GNIS_NAME"
"706","Rocky Mountain Tailed Frog","Unknown","NA",5,1987,"IDFG 2022",NA,48.971176,-116.143304,0,-9999,0.18696,0,0,0,152699,"StreamRiver",0,0,1103.07,91.03,758.8859,67,9.81,11.02,11.9,"Copper Creek"
"707","Rocky Mountain Tailed Frog","Unknown","NA",6,1982,"IDFG 2022",NA,47.601245,-116.660269,0,-9999,0.01859,0,0,0,127143,"StreamRiver",0,0,655.84,44.42,699.3574,66,14.24,15.63,16.63,"Beauty Creek"
"708","Rocky Mountain Tailed Frog","Unknown","NA",6,1982,"IDFG 2022",NA,45.20847,-114.487939,0,-9999,0.07832,0,0,0,113795,"StreamRiver",0,0,1680.15,83.12,899.785,76,10.22,11.47,12.29,"Clear Creek"
"709","Rocky Mountain Tailed Frog","Unknown","NA",7,1964,"IDFG 2022",NA,47.237708,-115.635108,0,-9999,0.03426,0,0,0,119650,"StreamRiver",0,0,856.72,21.4,1047.606,67,12.4,13.71,14.67,"Bird Creek"
"710","Rocky Mountain Tailed Frog","Unknown","NA",8,1964,"IDFG 2022",NA,44.738618,-116.81997,0,-9999,0.06905,0,0,0,156556,"StreamRiver",0,0,1276.18,58.14,857.6968,65,12.85,14.01,14.74,"East Brownlee Creek"
"711","Rocky Mountain Tailed Frog","Unknown","NA",7,1965,"IDFG 2022",NA,44.738618,-116.81997,0,-9999,0.06905,0,0,0,156556,"StreamRiver",0,0,1276.18,58.14,857.6968,65,12.85,14.01,14.74,"East Brownlee Creek"
"712","Rocky Mountain Tailed Frog","Unknown","NA",1,1969,"IDFG 2022",NA,47.237312,-115.635233,0,-9999,0.03426,0,0,0,119650,"StreamRiver",0,0,856.72,21.4,1047.606,67,12.4,13.71,14.67,"Bird Creek"
"713","Rocky Mountain Tailed Frog","Unknown","NA",4,1966,"IDFG 2022",NA,47.016862,-116.533704,0,0,0.10593,0,0,0,116134,"StreamRiver",0,0,1122.73,73.8,1220.66,50,10.37,11.72,12.62,NA
"714","Rocky Mountain Tailed Frog","Unknown","NA",7,1964,"IDFG 2022",NA,48.328819,-116.153975,0,-9999,0.04443,0,0,0,141103,"StreamRiver",0,0,1166.76,54.12,1702.851,66,11.38,12.66,13.58,"Rattle Creek"
"715","Rocky Mountain Tailed Frog","Unknown","NA",8,1963,"IDFG 2022",NA,46.252278,-115.40112,0,-9999,0.21296,0,0,0,107081,"StreamRiver",0,0,564.67,57.39,1078.499,66,14.19,15.87,17.08,"Tumble Creek"
"716","Rocky Mountain Tailed Frog","Unknown","NA",9,1973,"IDFG 2022",NA,43.528594,-115.306048,0,-9999,0.05739,0,0,0,132772,"StreamRiver",0,0,1321.81,61.49,543.5,71,12.89,14.05,14.78,"Dog Creek"
"717","Rocky Mountain Tailed Frog","Unknown","NA",8,1962,"IDFG 2022",NA,47.017384,-116.534319,0,0,0.10593,0,0,0,116134,"StreamRiver",0,0,1122.73,73.8,1220.66,50,10.37,11.72,12.62,NA
"718","Rocky Mountain Tailed Frog","Unknown","NA",1,1966,"IDFG 2022",NA,47.017384,-116.534319,0,0,0.10593,0,0,0,116134,"StreamRiver",0,0,1122.73,73.8,1220.66,50,10.37,11.72,12.62,NA
"719","Rocky Mountain Tailed Frog","Unknown","NA",1,1967,"IDFG 2022",NA,47.017384,-116.534319,0,0,0.10593,0,0,0,116134,"StreamRiver",0,0,1122.73,73.8,1220.66,50,10.37,11.72,12.62,NA
"720","Rocky Mountain Tailed Frog","Unknown","NA",7,1986,"IDFG 2022",NA,45.247132,-116.281971,0,-9999,0.13608,0,0,0,115520,"StreamRiver",0,0,1508.89,83.24,958.3818,63,9.99,11.24,12.05,"Elk Creek"
"721","Rocky Mountain Tailed Frog","Unknown","NA",7,1969,"IDFG 2022",NA,46.889214,-116.12549,0,-9999,0.10446,0,0,0,115357,"StreamRiver",0,0,1096.72,61.66,1380.151,59,10.53,12.06,13.17,"Elk Creek"
"722","Rocky Mountain Tailed Frog","Unknown","NA",8,1984,"IDFG 2022",NA,46.530605,-115.650616,0,-9999,0.02394,0,0,0,110754,"StreamRiver",0,0,1189.2,61.93,1668.043,66,10.89,12.44,13.56,"French Creek"
"723","Rocky Mountain Tailed Frog","Unknown","NA",9,1978,"IDFG 2022",NA,46.5792,-115.61967,0,-9999,0.00721,0,0,0,111430,"StreamRiver",0,0,966.61,18.05,1359.859,67,12.84,14.46,15.64,"Orogrande Creek"
"724","Rocky Mountain Tailed Frog","Unknown","NA",7,1955,"IDFG 2022",NA,47.176261,-115.373287,0,-9999,0.022,0,0,0,117588,"StreamRiver",0,0,1100.69,29.36,1100.499,70,10.93,12.18,13.1,"Gold Creek"
"725","Rocky Mountain Tailed Frog","Unknown","NA",7,1964,"IDFG 2022",NA,48.423037,-116.215732,0,-9999,0.11768,0,0,0,143073,"StreamRiver",0,0,1222,79.38,1664.178,67,10.51,11.75,12.65,"Rapid Lightning Creek"
"726","Rocky Mountain Tailed Frog","Unknown","NA",7,1964,"IDFG 2022",NA,48.283072,-116.208859,0,-9999,0.12448,0,0,0,140184,"StreamRiver",0,0,1289.64,54.71,1673.182,68,9.79,11.01,11.89,"Wellington Creek"
"727","Rocky Mountain Tailed Frog","Unknown","NA",1,1967,"IDFG 2022",NA,47.69626,-116.130037,0,-9999,0.19074,0,0,0,128860,"StreamRiver",0,0,923.56,76.07,1114.5,65,9.66,10.87,11.74,NA
"728","Rocky Mountain Tailed Frog","Unknown","NA",1,1966,"IDFG 2022",NA,46.823301,-115.60533,0,-9999,0.24924,0,0,0,114506,"StreamRiver",0,0,1016.98,58.42,1056.944,67,8.69,10.15,11.2,NA
"729","Rocky Mountain Tailed Frog","Unknown","NA",7,1984,"IDFG 2022",NA,44.557314,-116.835649,0,-9999,0.08831,0,0,0,154277,"StreamRiver",0,0,1180.85,4.31,794.9174,63,14.17,15.37,16.12,"Hopper Creek"
"730","Rocky Mountain Tailed Frog","Unknown","NA",9,1986,"IDFG 2022",NA,45.218866,-116.309928,0,-9999,0.12675,0,0,0,114777,"StreamRiver",0,0,983.61,54.39,801.12,63,12.62,13.95,14.8,"Elk Creek"
"731","Rocky Mountain Tailed Frog","Unknown","NA",1,1966,"IDFG 2022",NA,47.017013,-116.679051,0,0,0.02094,0,0,0,116318,"StreamRiver",0,0,855.69,81.47,902.0143,47,13.15,14.55,15.48,"Mannering Creek"
"732","Rocky Mountain Tailed Frog","Unknown","NA",1,1969,"IDFG 2022",NA,47.057491,-116.671017,0,0,0.02094,0,0,0,116314,"StreamRiver",0,0,962.05,75.25,902.0143,48,12.62,14.01,14.94,"Mannering Creek"
"733","Rocky Mountain Tailed Frog","Unknown","NA",6,1968,"IDFG 2022",NA,47.057491,-116.671017,0,0,0.02094,0,0,0,116314,"StreamRiver",0,0,962.05,75.25,902.0143,48,12.62,14.01,14.94,"Mannering Creek"
"734","Rocky Mountain Tailed Frog","Mature","NA",8,1995,"IDFG 2022",NA,46.422604,-114.758139,0,-9999,0.07805,0,0,0,109563,"StreamRiver",0,0,1833.99,70.54,1444.933,68,9.51,11,12.08,"Tom Beal Creek"
"735","Rocky Mountain Tailed Frog","Larva","NA",8,1995,"IDFG 2022",NA,46.422604,-114.758139,0,-9999,0.07805,0,0,0,109563,"StreamRiver",0,0,1833.99,70.54,1444.933,68,9.51,11,12.08,"Tom Beal Creek"
"736","Rocky Mountain Tailed Frog","Unknown","NA",1,2006,"IDFG 2022",NA,46.475204,-114.986223,0,-9999,0.09447,0,0,0,110213,"StreamRiver",0,0,962.78,69.41,1090.55,68,12.01,13.6,14.75,NA
"737","Rocky Mountain Tailed Frog","Unknown","NA",1,2006,"IDFG 2022",NA,46.356377,-115.368083,0,-9999,0.25561,0,0,0,108804,"StreamRiver",0,0,799.63,11.09,1305.351,66,12.68,14.3,15.46,"Pagoda Creek"
"738","Rocky Mountain Tailed Frog","Unknown","NA",1,2006,"IDFG 2022",NA,46.36116,-115.381857,0,-9999,0.05909,0,0,0,108653,"StreamRiver",0,0,826.39,39.71,1156.73,66,12.56,14.18,15.34,"Willow Creek"
"739","Rocky Mountain Tailed Frog","Unknown","NA",1,2006,"IDFG 2022",NA,46.354271,-115.361752,0,-9999,0.21278,0,0,0,108689,"StreamRiver",0,0,807.16,35.71,1314.564,66,12.68,14.3,15.47,"Pondosa Creek"
"740","Rocky Mountain Tailed Frog","Unknown","NA",1,2006,"IDFG 2022",NA,46.528716,-114.76119,0,-9999,0.06574,0,0,0,111489,"StreamRiver",0,0,1107.89,90.02,1139.381,69,10.11,11.62,12.71,"Parachute Creek"
"741","Rocky Mountain Tailed Frog","Unknown","NA",1,2006,"IDFG 2022",NA,46.540034,-114.675933,0,-9999,0.14738,0,0,0,111196,"StreamRiver",0,0,1112.26,37.38,1069.678,69,11.48,13.05,14.18,NA
"742","Rocky Mountain Tailed Frog","Unknown","NA",1,2006,"IDFG 2022",NA,46.550898,-114.545239,0,-9999,0.16307,0,0,0,111035,"StreamRiver",0,0,1629.55,84.95,1409.742,69,8.63,10.08,11.13,NA
"743","Rocky Mountain Tailed Frog","Unknown","NA",1,2006,"IDFG 2022",NA,46.51585,-115.098185,0,-9999,0.07342,0,0,0,110658,"StreamRiver",0,0,1570.55,77.09,1714.519,67,9.17,10.65,11.72,"Serpent Creek"
"744","Rocky Mountain Tailed Frog","Unknown","NA",1,2006,"IDFG 2022",NA,46.529984,-114.912095,0,-9999,0.07736,0,0,0,111215,"StreamRiver",0,0,1317.87,75.09,1198.941,69,10.16,11.68,12.77,"Doe Creek"
"745","Rocky Mountain Tailed Frog","Unknown","NA",1,2006,"IDFG 2022",NA,46.543073,-114.769808,0,-9999,0.03722,0,0,0,111259,"StreamRiver",0,0,1122.77,81.15,1297.83,69,11.59,13.17,14.3,"West Fork Papoose Creek"
"746","Rocky Mountain Tailed Frog","Unknown","NA",1,2006,"IDFG 2022",NA,46.558195,-114.849016,0,-9999,0.14821,0,0,0,111497,"StreamRiver",0,0,1253.26,80.81,1415.854,69,8.71,10.16,11.22,"East Fork Waw?aalamnime Creek"
"747","Rocky Mountain Tailed Frog","Unknown","NA",1,2006,"IDFG 2022",NA,46.558195,-114.849016,0,-9999,0.14821,0,0,0,111497,"StreamRiver",0,0,1253.26,80.81,1415.854,69,8.71,10.16,11.22,"East Fork Waw?aalamnime Creek"
"748","Rocky Mountain Tailed Frog","Larva","NA",8,2006,"IDFG 2022",NA,47.69567,-116.605163,0,-9999,0.09232,0,0,0,129453,"StreamRiver",0,0,806.03,77.18,970.26,66,11.64,12.93,13.86,"Lonesome Creek"
"749","Rocky Mountain Tailed Frog","Larva","NA",7,2006,"IDFG 2022",NA,47.676544,-116.584928,0,-9999,0.05183,0,0,0,128732,"StreamRiver",0,0,737.5,53.7,939.3071,66,12.57,13.89,14.85,"Searchlight Creek"
"750","Rocky Mountain Tailed Frog","Larva","NA",8,2006,"IDFG 2022",NA,47.698318,-116.602657,0,-9999,0.04679,0,0,0,129368,"StreamRiver",0,0,742.41,73.74,1050.84,66,12.39,13.7,14.66,"Stella Creek"
"751","Rocky Mountain Tailed Frog","Larva","NA",8,2006,"IDFG 2022",NA,47.688815,-116.588331,0,-9999,0.03025,0,0,0,128978,"StreamRiver",0,0,742.92,73.29,1004.683,66,11.53,12.81,13.74,"Wolf Lodge Creek"
"752","Rocky Mountain Tailed Frog","Mature","NA",8,2006,"IDFG 2022",NA,47.667629,-116.548179,0,-9999,0.1038,0,0,0,129030,"StreamRiver",0,0,776.31,83.19,1188.418,67,10.88,12.13,13.04,"Skitwish Creek"
"753","Rocky Mountain Tailed Frog","Larva","NA",8,2006,"IDFG 2022",NA,47.667629,-116.548179,0,-9999,0.1038,0,0,0,129030,"StreamRiver",0,0,776.31,83.19,1188.418,67,10.88,12.13,13.04,"Skitwish Creek"
"754","Rocky Mountain Tailed Frog","Larva","NA",9,2006,"IDFG 2022",NA,47.591112,-116.430832,0,-9999,0.07412,0,0,0,56034,"StreamRiver",0,0,706.96,52.91,887.4906,64,12.93854481,14.27674374,15.24670276,NA
"755","Rocky Mountain Tailed Frog","Larva","NA",8,2006,"IDFG 2022",NA,47.762309,-116.063296,0,-9999,0.03041,0,0,0,130190,"StreamRiver",0,0,861.61,39.88,1107.966,65,11.63,12.91,13.85,"Yellow Dog Creek"
"756","Rocky Mountain Tailed Frog","Larva","NA",8,2006,"IDFG 2022",NA,47.761582,-116.078644,0,-9999,0.0338,0,0,0,130206,"StreamRiver",0,0,919.21,46.63,1179.329,65,10.54,11.79,12.69,"Yellow Dog Creek"
"757","Rocky Mountain Tailed Frog","Larva","NA",8,2006,"IDFG 2022",NA,47.762553,-116.061277,0,-9999,0.03041,0,0,0,130190,"StreamRiver",0,0,861.61,39.88,1107.966,65,11.63,12.91,13.85,"Yellow Dog Creek"
"758","Rocky Mountain Tailed Frog","Larva","NA",8,2006,"IDFG 2022",NA,47.762301,-116.064065,0,-9999,0.03041,0,0,0,130190,"StreamRiver",0,0,861.61,39.88,1107.966,65,11.63,12.91,13.85,"Yellow Dog Creek"
"759","Rocky Mountain Tailed Frog","Larva","NA",8,2006,"IDFG 2022",NA,47.772271,-116.052137,0,-9999,0.03041,0,0,0,130191,"StreamRiver",0,0,824.02,53.68,1107.966,65,11.95,13.25,14.19,"Yellow Dog Creek"
"760","Rocky Mountain Tailed Frog","Larva","NA",8,2006,"IDFG 2022",NA,47.77099,-116.054294,0,-9999,0.03041,0,0,0,130191,"StreamRiver",0,0,824.02,53.68,1107.966,65,11.95,13.25,14.19,"Yellow Dog Creek"
"761","Rocky Mountain Tailed Frog","Mature","NA",8,2006,"IDFG 2022",NA,47.847166,-116.129957,0,-9999,0.02448,0,0,0,132052,"StreamRiver",0,0,840.41,50.29,1005.88,66,11.93,13.23,14.17,"Brett Creek"
"762","Rocky Mountain Tailed Frog","Larva","NA",8,2006,"IDFG 2022",NA,47.847166,-116.129957,0,-9999,0.02448,0,0,0,132052,"StreamRiver",0,0,840.41,50.29,1005.88,66,11.93,13.23,14.17,"Brett Creek"
"763","Rocky Mountain Tailed Frog","Mature","NA",8,2006,"IDFG 2022",NA,47.75522,-116.105571,0,-9999,0.11062,0,0,0,129955,"StreamRiver",0,0,1024.27,63.94,1201.965,65,8.94,10.12,10.97,"Yellow Dog Creek"
"764","Rocky Mountain Tailed Frog","Larva","NA",8,2006,"IDFG 2022",NA,47.75522,-116.105571,0,-9999,0.11062,0,0,0,129955,"StreamRiver",0,0,1024.27,63.94,1201.965,65,8.94,10.12,10.97,"Yellow Dog Creek"
"765","Rocky Mountain Tailed Frog","Metamorph","NA",8,2006,"IDFG 2022",NA,47.75522,-116.105571,0,-9999,0.11062,0,0,0,129955,"StreamRiver",0,0,1024.27,63.94,1201.965,65,8.94,10.12,10.97,"Yellow Dog Creek"
"766","Rocky Mountain Tailed Frog","Mature","NA",7,2012,"IDFG 2022",NA,44.687383,-116.666194,0,-9999,0.10183,0,0,0,155953,"StreamRiver",0,0,1244.98,22.93,777.3462,63,13.33,14.5,15.24,"Grizzly Creek"
"767","Rocky Mountain Tailed Frog","Larva","NA",8,2012,"IDFG 2022",NA,44.836802,-116.806524,0,-9999,0.09135,0,0,0,157618,"StreamRiver",0,0,1078.21,31.33,818.6585,65,13.96,15.15,15.9,"No Business Creek"
"768","Rocky Mountain Tailed Frog","Larva","NA",7,2012,"IDFG 2022",NA,44.688592,-116.681537,0,-9999,0.12514,0,0,0,155733,"StreamRiver",0,0,1238.48,5.29,799.9821,63,13.42,14.6,15.34,"Deer Creek"
"769","Rocky Mountain Tailed Frog","Metamorph","NA",7,2012,"IDFG 2022",NA,44.687916,-116.682253,0,-9999,0.12514,0,0,0,155733,"StreamRiver",0,0,1238.48,5.29,799.9821,63,13.42,14.6,15.34,"Deer Creek"
"770","Rocky Mountain Tailed Frog","Larva","NA",7,2012,"IDFG 2022",NA,44.687916,-116.682253,0,-9999,0.12514,0,0,0,155733,"StreamRiver",0,0,1238.48,5.29,799.9821,63,13.42,14.6,15.34,"Deer Creek"
"771","Rocky Mountain Tailed Frog","Mature","NA",7,2012,"IDFG 2022",NA,44.686983,-116.683195,0,-9999,0.12514,0,0,0,155733,"StreamRiver",0,0,1238.48,5.29,799.9821,63,13.42,14.6,15.34,"Deer Creek"
"772","Rocky Mountain Tailed Frog","Mature","NA",7,2012,"IDFG 2022",NA,44.689145,-116.680587,0,-9999,0.12514,0,0,0,155733,"StreamRiver",0,0,1238.48,5.29,799.9821,63,13.42,14.6,15.34,"Deer Creek"
"773","Rocky Mountain Tailed Frog","Larva","NA",6,2011,"IDFG 2022",NA,47.239023,-116.815703,0,-9999,0.03157,0,0,0,119582,"StreamRiver",0,0,882.39,83.71,635.78,49,13.39,14.74,15.73,NA
"774","Rocky Mountain Tailed Frog","Larva","NA",6,2011,"IDFG 2022",NA,47.128967,-116.763779,0,-9999,0.07517,0,0,0,117212,"StreamRiver",0,0,1001.41,78.07,867.6451,48,12.76,14.09,15.05,NA
"775","Rocky Mountain Tailed Frog","Larva","NA",6,2011,"IDFG 2022",NA,47.240287,-116.660473,0,-9999,0.07522,0,0,0,119851,"StreamRiver",0,0,930.54,86.28,807.6874,56,12.56,13.88,14.84,"Carlin Creek"
"776","Rocky Mountain Tailed Frog","Larva","NA",6,2011,"IDFG 2022",NA,47.439408,-116.554646,0,-9999,0.01582,0,0,0,123811,"StreamRiver",0,0,700.82,70.74,827.5121,61,13.59,14.95,15.94,"Evans Creek"
"777","Rocky Mountain Tailed Frog","Larva","NA",5,2009,"IDFG 2022",NA,47.128967,-116.763779,0,-9999,0.07517,0,0,0,117212,"StreamRiver",0,0,1001.41,78.07,867.6451,48,12.76,14.09,15.05,NA
"778","Rocky Mountain Tailed Frog","Larva","NA",6,2009,"IDFG 2022",NA,47.240287,-116.660473,0,-9999,0.07522,0,0,0,119851,"StreamRiver",0,0,930.54,86.28,807.6874,56,12.56,13.88,14.84,"Carlin Creek"
"779","Rocky Mountain Tailed Frog","Larva","NA",6,2009,"IDFG 2022",NA,47.439408,-116.554646,0,-9999,0.01582,0,0,0,123811,"StreamRiver",0,0,700.82,70.74,827.5121,61,13.59,14.95,15.94,"Evans Creek"
"780","Rocky Mountain Tailed Frog","Unknown","NA",6,2009,"IDFG 2022",NA,47.214163,-116.814193,0,-9999,0.03756,0,0,0,119026,"StreamRiver",0,0,930.75,71.77,696.0358,49,13.29,14.64,15.62,"Benewah Creek"
"781","Rocky Mountain Tailed Frog","Unknown","NA",6,2009,"IDFG 2022",NA,47.190434,-116.792487,0,-9999,0.05194,0,0,0,118211,"StreamRiver",0,0,997.86,81.6,853.228,49,12.58,13.9,14.86,NA
"782","Rocky Mountain Tailed Frog","Unknown","NA",6,2009,"IDFG 2022",NA,47.190087,-116.792627,0,-9999,0.05194,0,0,0,118211,"StreamRiver",0,0,997.86,81.6,853.228,49,12.58,13.9,14.86,NA
"783","Rocky Mountain Tailed Frog","Larva","NA",7,2008,"IDFG 2022",NA,47.430255,-115.911486,0,-9999,0.16744,0,0,0,123235,"StreamRiver",0,0,1086.29,46.58,1290.445,66,9.87,11.09,11.97,NA
"784","Rocky Mountain Tailed Frog","Mature","NA",7,2008,"IDFG 2022",NA,47.430255,-115.911486,0,-9999,0.16744,0,0,0,123235,"StreamRiver",0,0,1086.29,46.58,1290.445,66,9.87,11.09,11.97,NA
"785","Rocky Mountain Tailed Frog","Larva","NA",7,2007,"IDFG 2022",NA,47.294534,-115.735416,0,-9999,0.11749,0,0,0,120596,"StreamRiver",0,0,1237.93,58.98,1440.569,67,9.81,11.02,11.9,NA
"786","Rocky Mountain Tailed Frog","Mature","NA",7,2007,"IDFG 2022",NA,47.294534,-115.735416,0,-9999,0.11749,0,0,0,120596,"StreamRiver",0,0,1237.93,58.98,1440.569,67,9.81,11.02,11.9,NA
"787","Rocky Mountain Tailed Frog","Larva","NA",7,2007,"IDFG 2022",NA,47.281759,-115.603809,0,-9999,0.14697,0,0,0,120206,"StreamRiver",0,0,1180.21,56.84,1089.27,68,9.93,11.14,12.03,NA
"788","Rocky Mountain Tailed Frog","Mature","NA",7,2007,"IDFG 2022",NA,47.281759,-115.603809,0,-9999,0.14697,0,0,0,120206,"StreamRiver",0,0,1180.21,56.84,1089.27,68,9.93,11.14,12.03,NA
"789","Rocky Mountain Tailed Frog","Larva","NA",7,2007,"IDFG 2022",NA,47.163372,-115.50666,0,-9999,0.03691,0,0,0,116810,"StreamRiver",0,0,1016.06,76.08,1210.957,68,11.39,12.66,13.59,"East Fork Bluff Creek"
"790","Rocky Mountain Tailed Frog","Mature","NA",7,2007,"IDFG 2022",NA,47.163372,-115.50666,0,-9999,0.03691,0,0,0,116810,"StreamRiver",0,0,1016.06,76.08,1210.957,68,11.39,12.66,13.59,"East Fork Bluff Creek"
"791","Rocky Mountain Tailed Frog","Larva","NA",7,2007,"IDFG 2022",NA,47.066272,-116.530845,0,-9999,0.03452,0,0,0,114869,"StreamRiver",0,0,967.31,63.94,1182.469,53,13.3,14.65,15.63,"East Fork Charlie Creek"
"792","Rocky Mountain Tailed Frog","Mature","NA",7,2007,"IDFG 2022",NA,47.066272,-116.530845,0,-9999,0.03452,0,0,0,114869,"StreamRiver",0,0,967.31,63.94,1182.469,53,13.3,14.65,15.63,"East Fork Charlie Creek"
"793","Rocky Mountain Tailed Frog","Larva","NA",7,2007,"IDFG 2022",NA,47.096822,-116.012927,0,-9999,0.12149,0,0,0,115757,"StreamRiver",0,0,1258.33,83.72,1391.52,64,9.71,10.92,11.79,"Duplex Creek"
"794","Rocky Mountain Tailed Frog","Mature","NA",7,2007,"IDFG 2022",NA,47.096822,-116.012927,0,-9999,0.12149,0,0,0,115757,"StreamRiver",0,0,1258.33,83.72,1391.52,64,9.71,10.92,11.79,"Duplex Creek"
"795","Rocky Mountain Tailed Frog","Larva","NA",8,2007,"IDFG 2022",NA,46.864915,-115.435754,0,-9999,0.02226,0,0,0,115110,"StreamRiver",0,0,706.01,34.32,1007.959,70,14.1,15.78,16.99,"Collins Creek"
"796","Rocky Mountain Tailed Frog","Larva","NA",8,2009,"IDFG 2022",NA,46.888868,-115.354277,0,-9999,0.0206,0,0,0,115448,"StreamRiver",0,0,878.19,26.17,1052.525,70,12.81,14.43,15.6,"Roaring Creek"
"797","Rocky Mountain Tailed Frog","Mature","NA",8,2009,"IDFG 2022",NA,46.888868,-115.354277,0,-9999,0.0206,0,0,0,115448,"StreamRiver",0,0,878.19,26.17,1052.525,70,12.81,14.43,15.6,"Roaring Creek"
"798","Rocky Mountain Tailed Frog","Larva","NA",8,2007,"IDFG 2022",NA,46.67454,-115.671061,0,-9999,0.00886,0,0,0,112811,"StreamRiver",0,0,1096.5,62.71,1475.038,66,12.87,14.5,15.68,"Washington Creek"
"799","Rocky Mountain Tailed Frog","Mature","NA",8,2007,"IDFG 2022",NA,46.67454,-115.671061,0,-9999,0.00886,0,0,0,112811,"StreamRiver",0,0,1096.5,62.71,1475.038,66,12.87,14.5,15.68,"Washington Creek"
"800","Rocky Mountain Tailed Frog","Larva","NA",8,2007,"IDFG 2022",NA,46.589519,-115.54114,0,-9999,0.08636,0,0,0,112065,"StreamRiver",0,0,900.26,35.79,1309.351,67,11.54,13.11,14.25,"Hook Creek"
"801","Rocky Mountain Tailed Frog","Mature","NA",8,2007,"IDFG 2022",NA,46.589519,-115.54114,0,-9999,0.08636,0,0,0,112065,"StreamRiver",0,0,900.26,35.79,1309.351,67,11.54,13.11,14.25,"Hook Creek"
"802","Rocky Mountain Tailed Frog","Larva","NA",8,2008,"IDFG 2022",NA,46.584982,-115.102011,0,-9999,0.02075,0,0,0,111501,"StreamRiver",0,0,1267.71,87.25,1642.062,67,11,12.56,13.68,"Gravey Creek"
"803","Rocky Mountain Tailed Frog","Mature","NA",8,2008,"IDFG 2022",NA,46.584982,-115.102011,0,-9999,0.02075,0,0,0,111501,"StreamRiver",0,0,1267.71,87.25,1642.062,67,11,12.56,13.68,"Gravey Creek"
"804","Rocky Mountain Tailed Frog","Larva","NA",8,2007,"IDFG 2022",NA,46.560972,-115.624658,0,-9999,0.03165,0,0,0,111326,"StreamRiver",0,0,1005.41,49.34,1489.33,66,12.13,13.72,14.88,"French Creek"
"805","Rocky Mountain Tailed Frog","Mature","NA",8,2007,"IDFG 2022",NA,46.560972,-115.624658,0,-9999,0.03165,0,0,0,111326,"StreamRiver",0,0,1005.41,49.34,1489.33,66,12.13,13.72,14.88,"French Creek"
"806","Rocky Mountain Tailed Frog","Mature","NA",7,2008,"IDFG 2022",NA,46.50796,-114.623374,0,-9999,0.04827,0,0,0,110560,"StreamRiver",0,0,1127.35,71.45,1009.05,68,10.61,12.14,13.25,"Beaver Creek"
"807","Rocky Mountain Tailed Frog","Larva","NA",8,2008,"IDFG 2022",NA,46.468114,-115.209998,0,-9999,0.08381,0,0,0,110003,"StreamRiver",0,0,1391.17,76.94,1727.6,68,9.77,11.27,12.35,"Fro Creek"
"808","Rocky Mountain Tailed Frog","Mature","NA",8,2008,"IDFG 2022",NA,46.468114,-115.209998,0,-9999,0.08381,0,0,0,110003,"StreamRiver",0,0,1391.17,76.94,1727.6,68,9.77,11.27,12.35,"Fro Creek"
"809","Rocky Mountain Tailed Frog","Larva","NA",8,2009,"IDFG 2022",NA,46.041846,-115.812108,0,-9999,0.04884,0,0,0,104218,"StreamRiver",0,0,643.12,46.33,823.0709,66,14.11,15.79,17,"South Fork Clear Creek"
"810","Rocky Mountain Tailed Frog","Mature","NA",8,2009,"IDFG 2022",NA,46.041846,-115.812108,0,-9999,0.04884,0,0,0,104218,"StreamRiver",0,0,643.12,46.33,823.0709,66,14.11,15.79,17,"South Fork Clear Creek"
"811","Rocky Mountain Tailed Frog","Mature","NA",8,2009,"IDFG 2022",NA,45.738275,-115.147893,0,-9999,0.01266,0,0,0,100917,"StreamRiver",0,0,1749.87,46.84,1146.073,71,10.78,12.32,13.43,"Meadow Creek"
"812","Rocky Mountain Tailed Frog","Mature","NA",8,2009,"IDFG 2022",NA,45.664863,-114.957363,0,-9999,0.04586,0,0,0,120244,"StreamRiver",0,0,1923.21,79.12,1126.161,72,9.04,10.27,11.06,"Sabe Creek"
"813","Rocky Mountain Tailed Frog","Larva","NA",7,2009,"IDFG 2022",NA,45.457673,-115.946724,0,-9999,0.05112,0,0,0,117996,"StreamRiver",0,0,622.43,5.76,671.6499,65,14.97,16.36,17.26,"Wind River"
"814","Rocky Mountain Tailed Frog","Mature","NA",8,2008,"IDFG 2022",NA,45.138273,-115.321907,0,-9999,0.24962,0,0,0,113429,"StreamRiver",0,0,1906.49,78.77,1048.269,70,7.41,8.59,9.36,NA
"815","Rocky Mountain Tailed Frog","Mature","NA",8,2008,"IDFG 2022",NA,45.002781,-115.761269,0,-9999,0.03468,0,0,0,111769,"StreamRiver",0,0,1265.52,66.53,704.34,68,11.82,13.12,13.96,NA
"816","Rocky Mountain Tailed Frog","Larva","NA",8,2009,"IDFG 2022",NA,44.702172,-115.575009,0,-9999,0.075,0,0,0,107013,"StreamRiver",0,0,2057.95,29.3,1197.42,71,9.02,10.25,11.04,NA
"817","Rocky Mountain Tailed Frog","Mature","NA",8,2009,"IDFG 2022",NA,44.702172,-115.575009,0,-9999,0.075,0,0,0,107013,"StreamRiver",0,0,2057.95,29.3,1197.42,71,9.02,10.25,11.04,NA
